46.75563,-160.447845,-0.014992,0.005196,0.005011
119.08387,-30.927526,0.016286,-0.001052,0.005888
-132.906616,58.374054,-0.009442,-0.001208,0.003696
-180.271179,-43.749226,-0.011654,0.001075,0.003039
-30.299767,-126.668739,0.015222,-0.004145,0.007097
-18.289482,28.76403,0.025931,0.001565,0.004362
46.755630,-160.447845,-11.235230,6.645838,0.005011
46.755630,-160.447845,-11.235230,6.645838,0.006165
119.083870,-30.927526,-58.748238,-67.353897,0.005888
119.083870,-30.927526,-58.748238,-67.353897,0.005984
-132.906616,58.374054,-17.976206,6.079961,0.003696
-132.906616,58.374054,-17.976206,6.079961,0.003751
-180.271179,-43.749226,95.792618,-27.050333,0.003039
-180.271179,-43.749226,95.792618,-27.050333,0.003186
-30.299767,-126.668739,24.201986,-2.506449,0.007097
-30.299767,-126.668739,24.201986,-2.506449,0.006865
-18.289482,28.764030,-67.137222,-46.092587,0.004362
-18.289482,28.764030,-67.137222,-46.092587,0.005139
-235.457047,50.097992,33.758804,11.194595,0.004206
-235.457047,50.097992,33.758804,11.194595,0.004100
21.090542,1.619752,-605.068115,-15.029492,0.004958
21.090542,1.619752,-605.068115,-15.029492,0.005371
11.268473,67.078751,26.115931,-20.149427,0.003450
11.268473,67.078751,26.115931,-20.149427,0.003925
100.277512,-97.033630,-23.616213,42.601109,0.004832
100.277512,-97.033630,-23.616213,42.601109,0.004682
37.091568,91.817261,84.685776,44.375111,0.005479
37.091568,91.817261,84.685776,44.375111,0.005159
61.156376,16.269161,41.247002,69.002785,0.005385
61.156376,16.269161,41.247002,69.002785,0.006216
-131.951752,139.019516,83.965683,35.170448,0.001797
-131.951752,139.019516,83.965683,35.170448,0.001713
132.645142,100.535713,-51.514072,-6.870794,0.004234
132.645142,100.535713,-51.514072,-6.870794,0.005093
7.798265,214.823990,19.869297,-54.465660,0.004482
7.798265,214.823990,19.869297,-54.465660,0.004698
17.731594,124.239761,-81.321762,3.252589,0.003442
17.731594,124.239761,-81.321762,3.252589,0.003728
-106.704399,-1.045070,19.982998,58.068893,0.003230
-106.704399,-1.045070,19.982998,58.068893,0.003830
72.328239,129.520325,-17.306686,14.610755,0.005865
72.328239,129.520325,-17.306686,14.610755,0.007234
-179.662247,218.821915,72.153442,-29.110676,0.003682
-179.662247,218.821915,72.153442,-29.110676,0.004534
-227.026810,116.698631,-114.284424,-20.047964,0.003027
-227.026810,116.698631,-114.284424,-20.047964,0.003851
-77.055397,33.779121,12.999949,64.831642,0.007069
-65.045113,189.211884,34.332493,-6.671099,0.004345
-65.045113,189.211884,34.332493,-6.671099,0.006212
-282.212677,210.545837,-78.560974,1.419326,0.004190
-282.212677,210.545837,-78.560974,1.419326,0.004955
-25.665091,162.067596,-36.431492,60.820908,0.004938
-25.665091,162.067596,-36.431492,60.820908,0.006493
-35.487160,227.526611,41.911736,-21.987667,0.003437
-35.487160,227.526611,41.911736,-21.987667,0.004745
53.521885,63.414223,-49.244415,38.580822,0.004813
53.521885,63.414223,-49.244415,38.580822,0.005660
-9.664062,252.265121,51.477913,31.389603,0.005458
-9.664062,252.265121,51.477913,31.389603,0.006236
14.400745,176.717010,69.038574,34.812218,0.005364
14.400745,176.717010,69.038574,34.812218,0.007514
-178.707397,299.467377,-23.307320,-30.735476,0.001790
-178.707397,299.467377,-23.307320,-30.735476,0.002071
85.889519,260.983551,-31.186905,58.384808,0.004217
85.889519,260.983551,-31.186905,58.384808,0.006156
-38.957367,375.271851,29.031639,86.650734,0.004464
-38.957367,375.271851,29.031639,86.650734,0.005678
-29.024036,284.687622,10.219981,-60.744068,0.003428
-29.024036,284.687622,10.219981,-60.744068,0.004507
-153.460022,159.402786,47.715046,71.650200,0.003217
-153.460022,159.402786,47.715046,71.650200,0.004630
-251.990479,89.301582,26.589468,46.702324,0.004326
-251.990479,89.301582,26.589468,46.702324,0.004401
-299.355042,-12.821696,-32.667290,-4.504842,0.003557
-299.355042,-12.821696,-32.667290,-4.504842,0.003738
-149.383621,-95.741211,-34.223362,-34.988522,0.008306
-149.383621,-95.741211,-34.223362,-34.988522,0.008055
-137.373352,59.691559,-20.354942,6.542461,0.005106
-137.373352,59.691559,-20.354942,6.542461,0.006030
-354.540924,81.025520,-17.393776,69.243797,0.004923
-354.540924,81.025520,-17.393776,69.243797,0.004810
-97.993324,32.547279,-37.194759,-33.566921,0.005803
-97.993324,32.547279,-37.194759,-33.566921,0.006302
-107.815392,98.006279,-21.569153,-65.934074,0.004038
-107.815392,98.006279,-21.569153,-65.934074,0.004606
-18.806355,-66.106110,19.408190,8.653106,0.005655
-18.806355,-66.106110,19.408190,8.653106,0.005494
-81.992302,122.744789,51.066471,-55.282505,0.006413
-81.992302,122.744789,51.066471,-55.282505,0.006053
-57.927494,47.196686,71.599236,-12.732034,0.006303
-57.927494,47.196686,71.599236,-12.732034,0.007293
-251.035629,169.947037,-31.134581,-11.341919,0.002010
13.561279,131.463242,-67.231758,3.503191,0.004956
13.561279,131.463242,-67.231758,3.503191,0.005975
